source_pdf,source_page,source_table,manufacturer,category,series,base_model,variant_label,display_name,variant_source,part_number,msrp_usd_raw,resolution_raw,resolution_width,resolution_height,megapixels_calculated,megapixels_label_pdf,sensor_lens_hfov_raw,sensor_size_normalized,focal_length_min_mm,focal_length_max_mm,aperture_min_f,aperture_max_f,hfov_max_deg,hfov_min_deg,lens_variant_mm,frame_rate_variant_fps,max_fps_raw,optical_zoom_raw,min_illumination_raw,wdr_lightfinder_raw,optimized_ir_builtin_ir_raw,power_raw,io_ports_raw,audio_support_builtin_mic_raw,audio_support,builtin_mic,compute_capabilities_raw,included_video_analytics_raw,secure_boot_signed_video_secure_keystore_raw,sustainability_raw,special_features_raw,temperature_range_raw,sensitivity_raw,pan_tilt_raw,thermal_flag,radiometric_or_temperature_flag,raw_attribute_count,all_raw_pdf_fields_json
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,32,1,Axis,Axis pan/tilt/zoom cameras,AXIS M50 Series,AXIS M5000-G,,M5000-G,single_model,02188-004,"$1,269.00 ","PTZ camera: 1920x1080
Overview cameras: 2592x1944",1920,1080,2.07,,"PTZ camera: 1/2.8”
4.7 – 47 mm, F1.6 – 3.0, 61.8°– 6.7°
Overview cameras: 1/2.8” 2.39 mm, F2.0, 360°",1/2.8,2.39,47,1.6,3,360,6.7,,,"PTZ camera: 25/30
Overview cameras: 12",10,"PTZ camera: 0.09/0.01
Overview cameras: 0.08/0.03",Forensic Capture / -,- / -,"PoE Class 4, DC",4,√ / -,yes,no,-,"AXIS Loitering Guard
AXIS Video Motion Detection
Audio detection
Advanced gatekeeper",√ / √ / √,"PVC free, BFR/CFR free","Wireless I/O with Z-Wave Plus®
Shock detection",,,,no,,19,"{""Max. video resolution"": ""PTZ camera: 1920x1080\nOverview cameras: 2592x1944"", ""Sensor size/Lens/Horizontal field of view"": ""PTZ camera: 1/2.8”\n4.7 – 47 mm, F1.6 – 3.0, 61.8°– 6.7°\nOverview cameras: 1/2.8” 2.39 mm, F2.0, 360°"", ""Day and night"": ""√"", ""Min. illumination (lux) Color/B&W"": ""PTZ camera: 0.09/0.01\nOverview cameras: 0.08/0.03"", ""Max. frames per second"": ""PTZ camera: 25/30\nOverview cameras: 12"", ""Optical zoom"": ""10"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""-"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Loitering Guard\nAXIS Video Motion Detection\nAudio detection\nAdvanced gatekeeper"", ""Power"": ""PoE Class 4, DC"", ""In-/output ports"": ""4"", ""WDR/Lightfinder"": ""Forensic Capture / -"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/ Signed video/Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free, BFR/CFR free"", ""Special features"": ""Wireless I/O with Z-Wave Plus®\nShock detection"", ""Axis Part Number"": ""02188-004"", ""MSRP"": ""$1,269.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,32,1,Axis,Axis pan/tilt/zoom cameras,AXIS M50 Series,AXIS M5074,,M5074,single_model,02345-001,$579.00 ,1280x720 (1 MP),1280,720,0.92,1 MP,"1/2.8”
2.2 - 11.0 mm, F1.4 - 2.5
71° - 14°",1/2.8,2.2,11,1.4,2.5,71,14,,,50/60,5,0.1/-,Forensic WDR / -,- / -,PoE Class 3,-,√ / √,yes,yes,-,"Audio volume detection
Scream detection
Removed object detection
AXIS Video Motion Detection
Active tampering alarm",- / - / -,PVC free,-,,,,no,,19,"{""Max. video resolution"": ""1280x720 (1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.8”\n2.2 - 11.0 mm, F1.4 - 2.5\n71° - 14°"", ""Day and night"": ""√"", ""Min. illumination (lux) Color/B&W"": ""0.1/-"", ""Max. frames per second"": ""50/60"", ""Optical zoom"": ""5"", ""Audio support/ Built-in mic"": ""√ / √"", ""Compute capabilities"": ""-"", ""Included video analytics (for Axis video analytics, see page 4)"": ""Audio volume detection\nScream detection\nRemoved object detection\nAXIS Video Motion Detection\nActive tampering alarm"", ""Power"": ""PoE Class 3"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / -"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/ Signed video/Secure keystore"": ""- / - / -"", ""Sustainability"": ""PVC free"", ""Special features"": ""-"", ""Axis Part Number"": ""02345-001"", ""MSRP"": ""$579.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,32,1,Axis,Axis pan/tilt/zoom cameras,AXIS M50 Series,AXIS M5075-G,,M5075-G,single_model,02347-004,$689.00 ,1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/2.8”
2.2 - 11.0 mm, F1.4 - 2.5
71° - 14°",1/2.8,2.2,11,1.4,2.5,71,14,,,50/60,5,0.1/-,Forensic WDR / -,- / -,PoE Class 3,-,√ / √,yes,yes,-,"Audio volume detection
Scream detection
Removed object detection
AXIS Video Motion Detection
Active tampering alarm",- / - / -,PVC free,Wireless I/O with Z-Wave Plus®,,,,no,,19,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.8”\n2.2 - 11.0 mm, F1.4 - 2.5\n71° - 14°"", ""Day and night"": ""√"", ""Min. illumination (lux) Color/B&W"": ""0.1/-"", ""Max. frames per second"": ""50/60"", ""Optical zoom"": ""5"", ""Audio support/ Built-in mic"": ""√ / √"", ""Compute capabilities"": ""-"", ""Included video analytics (for Axis video analytics, see page 4)"": ""Audio volume detection\nScream detection\nRemoved object detection\nAXIS Video Motion Detection\nActive tampering alarm"", ""Power"": ""PoE Class 3"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR / -"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/ Signed video/Secure keystore"": ""- / - / -"", ""Sustainability"": ""PVC free"", ""Special features"": ""Wireless I/O with Z-Wave Plus®"", ""Axis Part Number"": ""02347-004"", ""MSRP"": ""$689.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,32,1,Axis,Axis pan/tilt/zoom cameras,AXIS M55,AXIS M5526-E,,M5526-E,part_number_variants,02769-021,"$1,099.00 ",2688x1512 (4 MP),2688,1512,4.06,4 MP,"1/3”
4.7 - 47 mm, F1.6 - 3.0
59.1°–6.5°",3-Jan,4.7,47,1.6,3,59.1,6.5,,,50/60,10,0.20/0.01,Forensic WDR / Lightfinder 2.0,- / -,"PoE Class 3, DC",4,√ / -,yes,no,Deep learnining processing unit,"AXIS Object Analytics
AXIS Video Motion Detection
Active tampering alarm
Audio detection, Advanced gatekeeper
AXIS Scene Metadata",√ / √ / √,"PVC free, BFR/CFR-free
Renewable carbon-based plastic content: 16% (recycled)","Focus recall
Power Meter
IP66",,,,no,,19,"{""Max. video resolution"": ""2688x1512 (4 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/3”\n4.7 - 47 mm, F1.6 - 3.0\n59.1°–6.5°"", ""Day and night"": ""√"", ""Min. illumination (lux) Color/B&W"": ""0.20/0.01"", ""Max. frames per second"": ""50/60"", ""Optical zoom"": ""10"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""Deep learnining processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Video Motion Detection\nActive tampering alarm\nAudio detection, Advanced gatekeeper\nAXIS Scene Metadata"", ""Power"": ""PoE Class 3, DC"", ""In-/output ports"": ""4"", ""WDR/Lightfinder"": ""Forensic WDR / Lightfinder 2.0"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/ Signed video/Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free, BFR/CFR-free\nRenewable carbon-based plastic content: 16% (recycled)"", ""Special features"": ""Focus recall\nPower Meter\nIP66"", ""Axis Part Number"": ""02769-001\n02769-021 (4 pcs)"", ""MSRP"": ""$1,099.00\n$4,389.00 (4 pcs)""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,32,1,Axis,Axis pan/tilt/zoom cameras,AXIS M55,AXIS M5526-E,47 mm,M5526-E 47 mm,part_number_variants,02769-001,"$1,099.00 ",2688x1512 (4 MP),2688,1512,4.06,4 MP,"1/3”
4.7 - 47 mm, F1.6 - 3.0
59.1°–6.5°",,4.7,47,1.6,3,,,47,,50/60,10,0.20/0.01,Forensic WDR / Lightfinder 2.0,- / -,"PoE Class 3, DC",4,√ / -,yes,no,Deep learnining processing unit,"AXIS Object Analytics
AXIS Video Motion Detection
Active tampering alarm
Audio detection, Advanced gatekeeper
AXIS Scene Metadata",√ / √ / √,"PVC free, BFR/CFR-free
Renewable carbon-based plastic content: 16% (recycled)","Focus recall
Power Meter
IP66",,,,no,,19,"{""Max. video resolution"": ""2688x1512 (4 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/3”\n4.7 - 47 mm, F1.6 - 3.0\n59.1°–6.5°"", ""Day and night"": ""√"", ""Min. illumination (lux) Color/B&W"": ""0.20/0.01"", ""Max. frames per second"": ""50/60"", ""Optical zoom"": ""10"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""Deep learnining processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Video Motion Detection\nActive tampering alarm\nAudio detection, Advanced gatekeeper\nAXIS Scene Metadata"", ""Power"": ""PoE Class 3, DC"", ""In-/output ports"": ""4"", ""WDR/Lightfinder"": ""Forensic WDR / Lightfinder 2.0"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/ Signed video/Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free, BFR/CFR-free\nRenewable carbon-based plastic content: 16% (recycled)"", ""Special features"": ""Focus recall\nPower Meter\nIP66"", ""Axis Part Number"": ""02769-001\n02769-021 (4 pcs)"", ""MSRP"": ""$1,099.00\n$4,389.00 (4 pcs)""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,16,1,Axis,Axis modular cameras,AXIS P12 Series,AXIS P1245 Mk II,,P1245 Mk II,part_number_variants,02857-021,$409.00 ,1920 x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/2 9""
2.8mm, F2.0
111°",2-Jan,2.8,2.8,2,111,111,111,,,25/30,,0.2/-,Forensic Capture / -,- / -,PoE Class 2,-,- / -,no,no,,"AXIS Object Analytics
AXIS Scene Metadata",,PVC free,Exchangable lenses,,-,,no,,18,"{""Max. video resolution"": ""1920 x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2 9\""\n2.8mm, F2.0\n111°"", ""Min. illumination (lux) Color/B&W"": ""0.2/-"", ""Max. frames per second"": ""25/30"", ""Sensitivity"": ""-"", ""Detection range (m/yd.)"": ""-"", ""Audio support/ Built-in mic"": ""- / -"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Scene Metadata"", ""Power"": ""PoE Class 2"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic Capture / -"", ""Zipstream/H.264/H.265"": ""√ / √ / √"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/Signed video/ Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free"", ""Special features"": ""Exchangable lenses"", ""Axis Part Number"": ""02857-001\n02857-021 (10 pcs)"", ""MSRP"": ""$409.00\n$4,089.00 (10 pcs)""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,16,1,Axis,Axis modular cameras,AXIS P12 Series,AXIS P1245 Mk II,2.8 mm,P1245 Mk II 2.8 mm,part_number_variants,02857-001,$409.00 ,1920 x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/2 9""
2.8mm, F2.0
111°",,2.8,2.8,2,2,,,2.8,,25/30,,0.2/-,Forensic Capture / -,- / -,PoE Class 2,-,- / -,no,no,,"AXIS Object Analytics
AXIS Scene Metadata",,PVC free,Exchangable lenses,,-,,no,,18,"{""Max. video resolution"": ""1920 x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2 9\""\n2.8mm, F2.0\n111°"", ""Min. illumination (lux) Color/B&W"": ""0.2/-"", ""Max. frames per second"": ""25/30"", ""Sensitivity"": ""-"", ""Detection range (m/yd.)"": ""-"", ""Audio support/ Built-in mic"": ""- / -"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Scene Metadata"", ""Power"": ""PoE Class 2"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic Capture / -"", ""Zipstream/H.264/H.265"": ""√ / √ / √"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/Signed video/ Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free"", ""Special features"": ""Exchangable lenses"", ""Axis Part Number"": ""02857-001\n02857-021 (10 pcs)"", ""MSRP"": ""$409.00\n$4,089.00 (10 pcs)""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,16,1,Axis,Axis modular cameras,AXIS P12 Series,AXIS P1265 Mk II,,P1265 Mk II,part_number_variants,02858-021,$419.00 ,1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/2.9""
3.7mm, F2.5
91°",1/2.9,3.7,3.7,2.5,91,91,91,,,25/30,,0.2/-,Forensic Capture / -,- / -,PoE Class 2,-,- / -,no,no,,"AXIS Object Analytics
AXIS Scene Metadata",,PVC free,-,,-,,no,,18,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.9\""\n3.7mm, F2.5\n91°"", ""Min. illumination (lux) Color/B&W"": ""0.2/-"", ""Max. frames per second"": ""25/30"", ""Sensitivity"": ""-"", ""Detection range (m/yd.)"": ""-"", ""Audio support/ Built-in mic"": ""- / -"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Scene Metadata"", ""Power"": ""PoE Class 2"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic Capture / -"", ""Zipstream/H.264/H.265"": ""√ / √ / √"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/Signed video/ Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free"", ""Special features"": ""-"", ""Axis Part Number"": ""02858-001\n02858-021 (10 pcs)"", ""MSRP"": ""$419.00\n$4,189.00 (10 pcs)""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,16,1,Axis,Axis modular cameras,AXIS P12 Series,AXIS P1265 Mk II,3.7 mm,P1265 Mk II 3.7 mm,part_number_variants,02858-001,$419.00 ,1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/2.9""
3.7mm, F2.5
91°",,3.7,3.7,2.5,2.5,,,3.7,,25/30,,0.2/-,Forensic Capture / -,- / -,PoE Class 2,-,- / -,no,no,,"AXIS Object Analytics
AXIS Scene Metadata",,PVC free,-,,-,,no,,18,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.9\""\n3.7mm, F2.5\n91°"", ""Min. illumination (lux) Color/B&W"": ""0.2/-"", ""Max. frames per second"": ""25/30"", ""Sensitivity"": ""-"", ""Detection range (m/yd.)"": ""-"", ""Audio support/ Built-in mic"": ""- / -"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Scene Metadata"", ""Power"": ""PoE Class 2"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic Capture / -"", ""Zipstream/H.264/H.265"": ""√ / √ / √"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/Signed video/ Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free"", ""Special features"": ""-"", ""Axis Part Number"": ""02858-001\n02858-021 (10 pcs)"", ""MSRP"": ""$419.00\n$4,189.00 (10 pcs)""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,16,1,Axis,Axis modular cameras,AXIS P12 Series,AXIS P1275 Mk II,,P1275 Mk II,single_model,02859-001,$449.00 ,1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/2.9""
2.8 - 6mm. F2.0
99 - 35°",1/2.9,2.8,6,2,99,35,35,,,25/30,,0.2/-,Forensic Capture / -,- / -,PoE Class 2,-,- / -,no,no,,"AXIS Object Analytics
AXIS Scene Metadata",,PVC free,-,,-,,no,,18,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.9\""\n2.8 - 6mm. F2.0\n99 - 35°"", ""Min. illumination (lux) Color/B&W"": ""0.2/-"", ""Max. frames per second"": ""25/30"", ""Sensitivity"": ""-"", ""Detection range (m/yd.)"": ""-"", ""Audio support/ Built-in mic"": ""- / -"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAXIS Scene Metadata"", ""Power"": ""PoE Class 2"", ""In-/output ports"": ""-"", ""WDR/Lightfinder"": ""Forensic Capture / -"", ""Zipstream/H.264/H.265"": ""√ / √ / √"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/Signed video/ Secure keystore"": ""√ / √ / √"", ""Sustainability"": ""PVC free"", ""Special features"": ""-"", ""Axis Part Number"": ""02859-001"", ""MSRP"": ""$449.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,12,1,Axis,Axis box cameras,AXIS P13 Series,AXIS P1385,,P1385,single_model,02733-001,$789.00 ,1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/2.8”
2.8 – 13 mm, F1.4
121° – 26°",1/2.8,2.8,13,1.4,121,121,26,,,50/60,,0.05/0.01,Forensic WDR/Lightfinder 2.0,,"PoE Class 3, DC",2-Feb,√ / √,yes,yes,Deep learning processing unit,"AXIS Object Analytics
Audio detection
AXIS Video Motion Detection
AXIS Image Health Analytics
AXIS Live Privacy Shield
AXIS Scene Metadata",√ / √ / FIPS 140-2 Level 2,"PVC free, BFR/CFR free
3% biobased plastics","Edge-to-edge technology
Shock detection
Electronic image stabilization",,,,no,,18,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.8”\n2.8 – 13 mm, F1.4\n121° – 26°"", ""Min. illumination (lux) Color/B&W"": ""0.05/0.01"", ""Max. frames per second"": ""50/60"", ""Audio support/ Built-in mic"": ""√ / √"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAudio detection\nAXIS Video Motion Detection\nAXIS Image Health Analytics\nAXIS Live Privacy Shield\nAXIS Scene Metadata"", ""Power"": ""PoE Class 3, DC"", ""In-/output ports"": ""2/2"", ""Approvals"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR/Lightfinder 2.0"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/ Built-in IR"": ""- / -"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / FIPS 140-2 Level 2"", ""Sustainability"": ""PVC free, BFR/CFR free\n3% biobased plastics"", ""Special features"": ""Edge-to-edge technology\nShock detection\nElectronic image stabilization"", ""Axis Part Number"": ""02733-001"", ""MSRP"": ""$789.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,12,1,Axis,Axis box cameras,AXIS P13 Series,AXIS P1385-B,,P1385-B,single_model,02899-001,$739.00 ,1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/2.8”, - , -",1/2.8,,,,,,,,,50/60,,- / -,Forensic WDR/Lightfinder 2.0,,"PoE Class 3, DC",2-Feb,√ / √,yes,yes,Deep learning processing unit,"AXIS Object Analytics
Audio detection
AXIS Video Motion Detection
AXIS Image Health Analytics
AXIS Live Privacy Shield
AXIS Scene Metadata",√ / √ / FIPS 140-2 Level 2,"PVC free, BFR/CFR free
3% biobased plastics","Edge-to-edge technology
Shock detection
Electronic image stabilization",,,,no,,18,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.8”, - , -"", ""Min. illumination (lux) Color/B&W"": ""- / -"", ""Max. frames per second"": ""50/60"", ""Audio support/ Built-in mic"": ""√ / √"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAudio detection\nAXIS Video Motion Detection\nAXIS Image Health Analytics\nAXIS Live Privacy Shield\nAXIS Scene Metadata"", ""Power"": ""PoE Class 3, DC"", ""In-/output ports"": ""2/2"", ""Approvals"": ""-"", ""WDR/Lightfinder"": ""Forensic WDR/Lightfinder 2.0"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/ Built-in IR"": ""- / -"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / FIPS 140-2 Level 2"", ""Sustainability"": ""PVC free, BFR/CFR free\n3% biobased plastics"", ""Special features"": ""Edge-to-edge technology\nShock detection\nElectronic image stabilization"", ""Axis Part Number"": ""02899-001"", ""MSRP"": ""$739.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,12,1,Axis,Axis box cameras,AXIS P13 Series,AXIS P1385-BE,,P1385-BE,single_model,02900-001,$949.00 ,1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/2.8”, - , -",1/2.8,,,,,,,,,50/60,,0.05/0.01,Forensic WDR/Lightfinder 2.0,,"PoE class 4, DC
PoE class 3 (with limited heater)",2-Feb,√ / -,yes,no,Deep learning processing unit,"AXIS Object Analytics
Audio detection
AXIS Video Motion Detection
AXIS Image Health Analytics
AXIS Live Privacy Shield
AXIS Scene Metadata",√ / √ / FIPS 140-2 Level 2,"PVC free, BFR/CFR free
36% biobased plastics","Edge-to-edge technology
Shock detection
Electronic image stabilization",,,,no,,18,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.8”, - , -"", ""Min. illumination (lux) Color/B&W"": ""0.05/0.01"", ""Max. frames per second"": ""50/60"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAudio detection\nAXIS Video Motion Detection\nAXIS Image Health Analytics\nAXIS Live Privacy Shield\nAXIS Scene Metadata"", ""Power"": ""PoE class 4, DC\nPoE class 3 (with limited heater)"", ""In-/output ports"": ""2/2"", ""Approvals"": ""IP66/IP67/NEMA 4X, IK10"", ""WDR/Lightfinder"": ""Forensic WDR/Lightfinder 2.0"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/ Built-in IR"": ""- / -"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / FIPS 140-2 Level 2"", ""Sustainability"": ""PVC free, BFR/CFR free\n36% biobased plastics"", ""Special features"": ""Edge-to-edge technology\nShock detection\nElectronic image stabilization"", ""Axis Part Number"": ""02900-001"", ""MSRP"": ""$949.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,12,1,Axis,Axis box cameras,AXIS P13 Series,AXIS P1385-E,,P1385-E,single_model,02734-001,"$1,059.00 ",1920x1080 (2.1 MP),1920,1080,2.07,2.1 MP,"1/2.8”
2.8 – 13 mm, F1.4
121° – 26°",1/2.8,2.8,13,1.4,121,121,26,,,50/60,,0.05/0.01,Forensic WDR/Lightfinder 2.0,,"PoE class 4, DC
PoE class 3 (with limited heater)",2-Feb,√ / -,yes,no,Deep learning processing unit,"AXIS Object Analytics
Audio detection
AXIS Video Motion Detection
AXIS Image Health Analytics
AXIS Live Privacy Shield
AXIS Scene Metadata",√ / √ / FIPS 140-2 Level 2,"PVC free, BFR/CFR free
36% biobased plastics","Edge-to-edge technology
Shock detection
Electronic image stabilization",,,,no,,18,"{""Max. video resolution"": ""1920x1080 (2.1 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.8”\n2.8 – 13 mm, F1.4\n121° – 26°"", ""Min. illumination (lux) Color/B&W"": ""0.05/0.01"", ""Max. frames per second"": ""50/60"", ""Audio support/ Built-in mic"": ""√ / -"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAudio detection\nAXIS Video Motion Detection\nAXIS Image Health Analytics\nAXIS Live Privacy Shield\nAXIS Scene Metadata"", ""Power"": ""PoE class 4, DC\nPoE class 3 (with limited heater)"", ""In-/output ports"": ""2/2"", ""Approvals"": ""IP66/IP67/NEMA 4X, IK10"", ""WDR/Lightfinder"": ""Forensic WDR/Lightfinder 2.0"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/ Built-in IR"": ""- / -"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / FIPS 140-2 Level 2"", ""Sustainability"": ""PVC free, BFR/CFR free\n36% biobased plastics"", ""Special features"": ""Edge-to-edge technology\nShock detection\nElectronic image stabilization"", ""Axis Part Number"": ""02734-001"", ""MSRP"": ""$1,059.00""}"
Q1_2026_CheatSheet_msrp_R3_lorez.pdf,11,1,Axis,Axis box cameras,AXIS P13 Series,AXIS P1387,,P1387,single_model,02735-001,$899.00 ,2592x1944 (5 MP),2592,1944,5.04,5 MP,"1/2.7”
2.8 – 13 mm, F1.4
112° – 24°",1/2.7,2.8,13,1.4,112,112,24,,,50/60,,0.1/0.02,Forensic WDR/Lightfinder 2.0,- / -,"PoE Class 3, DC",2-Feb,√ / √,yes,yes,Deep learning processing unit,"AXIS Object Analytics
Audio detection
AXIS Video Motion Detection
AXIS Image Health Analytics
AXIS Live Privacy Shield
AXIS Scene Metadata",√ / √ / FIPS 140-2 Level 2,"PVC free, BFR/CFR free
3% biobased plastics","Edge-to-edge technology
Shock detection
Electronic image stabilization",,,,no,,17,"{""Max. video resolution"": ""2592x1944 (5 MP)"", ""Sensor size/Lens/Horizontal field of view"": ""1/2.7”\n2.8 – 13 mm, F1.4\n112° – 24°"", ""Min. illumination (lux) Color/B&W"": ""0.1/0.02"", ""Max. frames per second"": ""50/60"", ""Audio support/ Built-in mic"": ""√ / √"", ""Compute capabilities"": ""Deep learning processing unit"", ""Included video analytics (for Axis video analytics, see page 4)"": ""AXIS Object Analytics\nAudio detection\nAXIS Video Motion Detection\nAXIS Image Health Analytics\nAXIS Live Privacy Shield\nAXIS Scene Metadata"", ""Power"": ""PoE Class 3, DC"", ""In-/output ports"": ""2/2"", ""WDR/Lightfinder"": ""Forensic WDR/Lightfinder 2.0"", ""Zipstream/ H.264/H.265/AV1"": ""√ / √ / √ / -"", ""OptimizedIR/Built-in IR"": ""- / -"", ""Secure Boot/Signed video/Secure keystore"": ""√ / √ / FIPS 140-2 Level 2"", ""Sustainability"": ""PVC free, BFR/CFR free\n3% biobased plastics"", ""Special features"": ""Edge-to-edge technology\nShock detection\nElectronic image stabilization"", ""Axis Part Number"": ""02735-001"", ""MSRP"": ""$899.00""}"
